Edad / Año,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070
15,"309,202 ","316,473 ","324,579 ","333,437 ","343,188 ","353,765 ","364,607 ","374,877 ","385,675 ","398,181 ","410,125 ","420,956 ","431,903 ","442,809 ","453,462 ","463,539 ","476,313 ","494,821 ","517,360 ","544,243 ","571,464 ","595,011 ","617,582 ","641,874 ","668,181 ","694,943 ","720,993 ","746,143 ","771,429 ","796,690 ","820,168 ","841,975 ","864,628 ","888,982 ","913,890 ","938,886 ","963,668 ","986,642 ","1,006,554 ","1,021,765 ","1,030,619 ","1,032,298 ","1,029,387 ","1,027,328 ","1,028,749 ","1,033,357 ","1,040,156 ","1,048,829 ","1,059,028 ","1,069,972 ","1,081,913 ","1,094,405 ","1,106,734 ","1,118,092 ","1,128,735 ","1,141,995 ","1,157,405 ","1,168,725 ","1,173,409 ","1,173,025 ","1,168,425 ","1,161,713 ","1,156,735 ","1,158,100 ","1,166,096 ","1,172,631 ","1,170,586 ","1,161,091 ","1,150,393 ","1,143,773 ","1,143,385 ","1,144,602 ","1,148,745 ","1,153,180 ","1,153,569 ","1,147,408 ","1,134,577 ","1,117,564 ","1,101,166 ","1,086,811 ","1,069,347 ","1,042,708 ","1,009,580 ","975,669 ","924,416 ","794,568 ","809,642 ","810,382 ","807,530 ","822,123 ","826,154 ","827,428 ","825,466 ","821,770 ","818,019 ","813,995 ","809,830 ","804,982 ","799,922 ","795,063 ","790,172 ","784,601 ","779,156 ","773,212 ","767,182 ","762,115 ","760,687 ","755,186 ","749,548 ","743,652 ","738,256 ","732,470 ","726,328 ","720,720 ","714,903 ","708,725 ","702,298 ","695,681 ","689,183 ","682,552 ","675,767 "
16,"300,054 ","306,431 ","313,522 ","321,476 ","330,227 ","339,890 ","350,340 ","361,032 ","371,178 ","381,895 ","394,342 ","406,267 ","417,085 ","427,970 ","438,739 ","449,151 ","458,896 ","471,243 ","489,218 ","511,139 ","537,326 ","563,888 ","586,908 ","609,055 ","632,957 ","658,812 ","685,016 ","710,436 ","735,092 ","760,051 ","784,964 ","807,938 ","829,217 ","851,482 ","875,379 ","899,557 ","923,570 ","947,262 ","969,285 ","988,530 ","1,003,295 ","1,011,754 ","1,013,100 ","1,010,163 ","1,008,163 ","1,009,260 ","1,012,932 ","1,018,145 ","1,025,746 ","1,035,785 ","1,049,629 ","1,067,227 ","1,084,003 ","1,097,573 ","1,108,098 ","1,118,410 ","1,132,839 ","1,150,092 ","1,163,352 ","1,169,561 ","1,169,772 ","1,165,600 ","1,158,834 ","1,153,747 ","1,155,009 ","1,162,519 ","1,168,964 ","1,167,131 ","1,158,121 ","1,147,698 ","1,142,557 ","1,139,642 ","1,140,731 ","1,145,123 ","1,149,726 ","1,150,491 ","1,144,492 ","1,131,851 ","1,114,925 ","1,098,687 ","1,084,469 ","1,067,167 ","1,040,726 ","1,007,721 ","973,919 ","922,803 ","793,212 ","808,294 ","809,061 ","806,190 ","820,753 ","824,776 ","826,094 ","824,032 ","820,375 ","816,659 ","812,700 ","808,574 ","803,658 ","798,701 ","793,856 ","788,976 ","783,410 ","778,049 ","772,275 ","766,266 ","761,212 ","759,807 ","754,344 ","748,721 ","742,865 ","737,496 ","731,748 ","725,653 ","720,087 ","714,291 ","708,132 ","701,716 ","695,104 ","688,624 ","682,024 "
17,"291,192 ","297,020 ","303,204 ","310,126 ","317,962 ","326,616 ","336,136 ","346,416 ","356,964 ","367,023 ","377,688 ","390,101 ","401,993 ","412,741 ","423,470 ","433,962 ","443,994 ","453,293 ","465,119 ","482,464 ","503,677 ","529,137 ","555,065 ","577,601 ","599,331 ","622,754 ","647,994 ","673,490 ","698,334 ","722,613 ","747,167 ","771,477 ","793,827 ","814,675 ","836,457 ","859,540 ","882,617 ","905,410 ","928,020 ","949,251 ","967,903 ","982,086 ","990,011 ","991,103 ","987,990 ","985,445 ","985,304 ","986,962 ","990,620 ","997,467 ","1,010,369 ","1,030,532 ","1,052,820 ","1,070,758 ","1,083,161 ","1,093,278 ","1,105,402 ","1,122,583 ","1,142,533 ","1,157,882 ","1,164,992 ","1,165,878 ","1,161,808 ","1,155,029 ","1,149,920 ","1,150,696 ","1,158,148 ","1,164,858 ","1,163,574 ","1,154,858 ","1,146,187 ","1,138,494 ","1,135,506 ","1,136,845 ","1,141,431 ","1,146,406 ","1,147,341 ","1,141,484 ","1,128,958 ","1,112,210 ","1,096,121 ","1,082,066 ","1,064,953 ","1,038,640 ","1,005,761 ","972,067 ","921,089 ","791,777 ","806,858 ","807,606 ","804,729 ","819,268 ","823,334 ","824,544 ","822,508 ","818,863 ","815,221 ","811,303 ","807,105 ","802,279 ","797,337 ","792,495 ","787,620 ","782,143 ","776,977 ","771,231 ","765,239 ","760,208 ","758,838 ","753,398 ","747,820 ","742,002 ","736,664 ","730,962 ","724,919 ","719,373 ","713,601 ","707,454 ","701,046 ","694,456 ","688,012 "
18,"282,607 ","288,110 ","293,754 ","299,782 ","306,601 ","314,352 ","322,869 ","332,226 ","342,368 ","352,819 ","362,827 ","373,470 ","385,839 ","397,649 ","408,240 ","418,690 ","428,804 ","438,387 ","447,207 ","458,491 ","475,198 ","495,768 ","520,614 ","546,009 ","568,119 ","589,403 ","612,255 ","636,807 ","661,707 ","686,146 ","710,014 ","733,952 ","757,605 ","779,495 ","799,875 ","820,868 ","842,859 ","864,736 ","886,461 ","908,264 ","928,864 ","946,859 ","960,391 ","967,801 ","968,404 ","964,560 ","960,626 ","958,301 ","957,988 ","960,172 ","969,336 ","988,390 ","1,012,963 ","1,036,039 ","1,052,499 ","1,064,452 ","1,076,982 ","1,092,714 ","1,113,319 ","1,135,838 ","1,152,274 ","1,160,206 ","1,161,287 ","1,157,251 ","1,150,488 ","1,144,862 ","1,145,605 ","1,153,377 ","1,160,673 ","1,159,666 ","1,153,014 ","1,141,744 ","1,134,029 ","1,131,308 ","1,132,878 ","1,137,858 ","1,143,000 ","1,144,038 ","1,138,309 ","1,125,964 ","1,109,378 ","1,093,466 ","1,079,608 ","1,062,613 ","1,036,440 ","1,003,669 ","970,094 ","919,267 ","790,238 ","805,274 ","806,007 ","803,143 ","817,709 ","821,664 ","822,884 ","820,832 ","817,271 ","813,668 ","809,678 ","805,556 ","800,746 ","795,798 ","790,963 ","786,181 ","780,926 ","775,794 ","770,066 ","764,096 ","759,108 ","757,764 ","752,373 ","746,846 ","741,052 ","735,757 ","730,115 ","724,094 ","718,576 ","712,820 ","706,682 ","700,302 ","693,754 "
19,"274,010 ","279,631 ","284,975 ","290,490 ","296,444 ","303,203 ","310,836 ","319,213 ","328,452 ","338,505 ","348,898 ","358,886 ","369,502 ","381,789 ","393,442 ","403,778 ","413,884 ","423,587 ","432,729 ","441,095 ","451,881 ","468,070 ","488,146 ","512,520 ","537,473 ","559,163 ","579,969 ","602,234 ","626,230 ","650,724 ","674,759 ","698,053 ","721,383 ","744,583 ","766,025 ","785,687 ","805,695 ","826,591 ","847,501 ","868,508 ","889,734 ","909,701 ","927,030 ","939,890 ","946,545 ","946,223 ","940,951 ","934,879 ","930,358 ","927,968 ","931,759 ","946,426 ","969,267 ","994,198 ","1,015,546 ","1,031,474 ","1,046,176 ","1,062,822 ","1,082,495 ","1,106,015 ","1,129,652 ","1,146,905 ","1,155,013 ","1,156,101 ","1,152,057 ","1,144,705 ","1,139,044 ","1,140,166 ","1,148,570 ","1,156,113 ","1,157,469 ","1,148,145 ","1,136,899 ","1,129,483 ","1,127,026 ","1,129,031 ","1,134,182 ","1,139,401 ","1,140,572 ","1,135,019 ","1,122,838 ","1,106,440 ","1,090,744 ","1,077,006 ","1,060,158 ","1,034,072 ","1,001,439 ","967,990 ","917,311 ","788,540 ","803,532 ","804,270 ","801,478 ","815,915 ","819,867 ","821,036 ","819,077 ","815,556 ","811,879 ","807,951 ","803,844 ","799,019 ","794,083 ","789,346 ","784,809 ","779,597 ","774,485 ","768,775 ","762,852 ","757,904 ","756,608 ","751,280 ","745,771 ","740,019 ","734,793 ","729,173 ","723,185 ","717,686 ","711,941 ","705,837 ","699,506 "
20,"264,900 ","271,216 ","276,706 ","281,953 ","287,427 ","293,351 ","300,018 ","307,537 ","315,820 ","324,986 ","334,984 ","345,350 ","355,316 ","365,876 ","378,019 ","389,440 ","399,483 ","409,235 ","418,557 ","427,302 ","435,276 ","445,694 ","461,520 ","481,251 ","505,244 ","529,795 ","551,077 ","571,403 ","593,194 ","616,821 ","640,936 ","664,448 ","687,208 ","710,150 ","732,934 ","753,708 ","772,520 ","791,593 ","811,667 ","831,977 ","852,509 ","873,194 ","892,562 ","909,186 ","921,166 ","926,779 ","925,011 ","917,725 ","909,402 ","902,436 ","900,998 ","909,484 ","927,286 ","950,165 ","973,278 ","993,973 ","1,012,662 ","1,031,586 ","1,052,400 ","1,075,177 ","1,099,731 ","1,124,060 ","1,141,356 ","1,149,372 ","1,150,376 ","1,145,623 ","1,138,179 ","1,132,938 ","1,134,761 ","1,143,403 ","1,153,565 ","1,152,163 ","1,142,885 ","1,131,967 ","1,124,854 ","1,122,885 ","1,125,072 ","1,130,292 ","1,135,649 ","1,136,987 ","1,131,584 ","1,119,595 ","1,103,426 ","1,087,869 ","1,074,293 ","1,057,504 ","1,031,560 ","999,061 ","965,735 ","915,155 ","786,676 ","801,642 ","802,458 ","799,578 ","813,982 ","817,852 ","819,117 ","817,193 ","813,595 ","809,968 ","806,054 ","801,921 ","797,113 ","792,282 ","787,812 ","783,328 ","778,136 ","773,041 ","767,382 ","761,509 ","756,619 ","755,393 ","750,079 ","744,606 ","738,933 ","733,728 ","728,146 ","722,181 ","716,698 ","710,991 ","704,942 "
21,"254,970 ","262,311 ","268,519 ","273,941 ","279,176 ","284,646 ","290,503 ","297,082 ","304,530 ","312,756 ","321,876 ","331,850 ","342,190 ","352,114 ","362,566 ","374,508 ","385,677 ","395,427 ","404,860 ","413,849 ","422,264 ","429,972 ","440,162 ","455,744 ","475,203 ","498,874 ","523,059 ","543,931 ","563,856 ","585,331 ","608,630 ","632,284 ","655,329 ","677,769 ","700,363 ","722,548 ","742,567 ","760,595 ","779,006 ","798,596 ","818,537 ","838,651 ","858,844 ","877,566 ","893,312 ","904,254 ","908,450 ","904,781 ","895,267 ","884,343 ","877,803 ","880,266 ","891,343 ","909,018 ","930,151 ","952,563 ","975,810 ","998,487 ","1,021,573 ","1,045,521 ","1,069,162 ","1,094,226 ","1,118,419 ","1,135,474 ","1,143,283 ","1,143,426 ","1,138,468 ","1,131,430 ","1,126,941 ","1,129,030 ","1,140,528 ","1,147,849 ","1,146,480 ","1,137,541 ","1,126,960 ","1,120,397 ","1,118,626 ","1,120,887 ","1,126,260 ","1,131,779 ","1,133,250 ","1,128,029 ","1,116,274 ","1,100,257 ","1,084,891 ","1,071,359 ","1,054,705 ","1,028,886 ","996,521 ","963,257 ","912,798 ","784,661 ","799,684 ","800,410 ","797,534 ","811,802 ","815,772 ","817,061 ","815,055 ","811,495 ","807,881 ","803,931 ","799,822 ","795,123 ","790,582 ","786,176 ","781,710 ","776,538 ","771,495 ","765,897 ","760,088 ","755,286 ","754,062 ","748,780 ","743,395 ","737,743 ","732,580 ","727,025 ","721,081 ","715,641 ","709,995 "
22,"245,677 ","252,578 ","259,829 ","265,991 ","271,424 ","276,676 ","282,098 ","287,888 ","294,417 ","301,820 ","310,009 ","319,111 ","329,063 ","339,365 ","349,203 ","359,502 ","371,236 ","382,155 ","391,645 ","400,804 ","409,521 ","417,722 ","425,276 ","435,328 ","450,721 ","469,969 ","493,354 ","517,167 ","537,676 ","557,333 ","578,540 ","601,441 ","624,695 ","647,479 ","669,641 ","691,720 ","713,235 ","732,582 ","750,078 ","768,120 ","787,442 ","807,069 ","826,808 ","846,455 ","864,388 ","879,191 ","888,836 ","891,266 ","885,382 ","873,207 ","862,334 ","859,012 ","863,616 ","874,520 ","890,633 ","911,114 ","935,797 ","962,622 ","989,282 ","1,015,416 ","1,039,993 ","1,063,930 ","1,088,703 ","1,112,491 ","1,129,186 ","1,135,969 ","1,135,766 ","1,131,146 ","1,124,881 ","1,120,691 ","1,125,847 ","1,134,452 ","1,141,778 ","1,140,726 ","1,132,134 ","1,122,166 ","1,115,821 ","1,114,141 ","1,116,572 ","1,122,118 ","1,127,755 ","1,129,398 ","1,124,405 ","1,112,796 ","1,096,999 ","1,081,667 ","1,068,282 ","1,051,732 ","1,026,043 ","993,741 ","960,564 ","910,264 ","782,591 ","797,494 ","798,209 ","795,220 ","809,567 ","813,551 ","814,746 ","812,765 ","809,216 ","805,558 ","801,638 ","797,641 ","793,255 ","788,788 ","784,401 ","779,957 ","774,840 ","769,867 ","764,337 ","758,629 ","753,833 ","752,630 ","747,441 ","742,077 ","736,474 ","731,343 ","725,812 ","719,915 ","714,544 "
23,"236,541 ","243,448 ","250,287 ","257,507 ","263,693 ","269,156 ","274,375 ","279,746 ","285,502 ","291,997 ","299,369 ","307,547 ","316,634 ","326,557 ","336,784 ","346,500 ","356,645 ","368,171 ","378,869 ","388,134 ","397,075 ","405,622 ","413,702 ","421,168 ","431,110 ","446,370 ","465,437 ","488,519 ","511,984 ","532,241 ","551,672 ","572,554 ","595,125 ","618,164 ","640,719 ","662,437 ","683,948 ","704,885 ","723,783 ","740,997 ","758,863 ","777,962 ","797,316 ","816,626 ","835,611 ","852,742 ","866,420 ","874,475 ","874,750 ","866,184 ","853,747 ","845,513 ","843,982 ","848,421 ","857,997 ","873,575 ","896,083 ","923,913 ","954,442 ","983,991 ","1,010,504 ","1,035,147 ","1,058,650 ","1,082,897 ","1,106,177 ","1,121,680 ","1,127,950 ","1,127,983 ","1,124,121 ","1,118,159 ","1,117,203 ","1,119,431 ","1,128,052 ","1,135,660 ","1,134,934 ","1,126,991 ","1,117,253 ","1,111,026 ","1,109,537 ","1,112,162 ","1,117,825 ","1,123,623 ","1,125,483 ","1,120,625 ","1,109,247 ","1,093,474 ","1,078,309 ","1,065,024 ","1,048,585 ","1,022,946 ","990,738 ","957,683 ","907,679 ","780,298 ","795,143 ","795,711 ","792,861 ","807,190 ","811,068 ","812,271 ","810,293 ","806,692 ","803,073 ","799,270 ","795,602 ","791,303 ","786,855 ","782,495 ","778,109 ","773,072 ","768,169 ","762,750 ","757,050 ","752,277 ","751,164 ","745,997 ","740,685 ","735,122 ","730,019 ","724,538 ","718,717 "
24,"227,673 ","234,445 ","241,308 ","248,138 ","255,390 ","261,614 ","267,052 ","272,231 ","277,577 ","283,308 ","289,778 ","297,144 ","305,312 ","314,382 ","324,243 ","334,366 ","343,963 ","353,950 ","365,291 ","375,796 ","384,882 ","393,690 ","402,144 ","410,152 ","417,550 ","427,424 ","442,584 ","461,431 ","484,207 ","507,409 ","527,458 ","546,617 ","567,235 ","589,641 ","612,493 ","634,664 ","655,898 ","676,926 ","697,485 ","716,150 ","733,253 ","750,973 ","769,876 ","788,907 ","807,695 ","826,033 ","842,230 ","854,529 ","860,558 ","858,183 ","849,073 ","838,757 ","832,035 ","830,372 ","833,694 ","842,874 ","860,295 ","885,566 ","916,826 ","950,041 ","979,727 ","1,006,090 ","1,030,178 ","1,053,063 ","1,076,693 ","1,098,653 ","1,113,470 ","1,119,857 ","1,120,600 ","1,117,016 ","1,114,371 ","1,110,432 ","1,112,724 ","1,121,629 ","1,129,524 ","1,129,447 ","1,121,727 ","1,112,130 ","1,106,120 ","1,104,853 ","1,107,601 ","1,113,435 ","1,119,444 ","1,121,420 ","1,116,791 ","1,105,413 ","1,089,823 ","1,074,765 ","1,061,590 ","1,045,173 ","1,019,620 ","987,542 ","954,767 ","904,840 ","777,841 ","792,473 ","793,182 ","790,363 ","804,547 ","808,418 ","809,612 ","807,570 ","804,020 ","800,520 ","797,063 ","793,493 ","789,211 ","784,799 ","780,501 ","776,202 ","771,239 ","766,456 ","761,043 ","755,364 ","750,693 ","749,594 ","744,485 ","739,220 ","733,688 ","728,636 ","723,239 "
25,"220,125 ","225,683 ","232,426 ","239,294 ","246,172 ","253,463 ","259,664 ","265,068 ","270,228 ","275,553 ","281,262 ","287,731 ","295,093 ","303,255 ","312,276 ","322,050 ","332,075 ","341,547 ","351,391 ","362,566 ","372,915 ","381,901 ","390,636 ","399,035 ","406,974 ","414,337 ","424,182 ","439,181 ","457,782 ","480,325 ","503,308 ","523,111 ","542,065 ","562,564 ","584,825 ","607,346 ","629,089 ","649,926 ","670,640 ","690,998 ","709,578 ","726,597 ","744,193 ","762,863 ","781,492 ","799,785 ","817,370 ","832,403 ","842,846 ","846,353 ","843,214 ","835,730 ","826,684 ","819,859 ","817,270 ","820,325 ","831,194 ","851,063 ","879,511 ","913,256 ","946,405 ","975,754 ","1,001,468 ","1,024,853 ","1,047,043 ","1,069,297 ","1,090,432 ","1,105,228 ","1,112,249 ","1,113,223 ","1,112,949 ","1,107,218 ","1,103,402 ","1,106,021 ","1,115,216 ","1,123,737 ","1,123,844 ","1,116,272 ","1,106,909 ","1,101,150 ","1,100,023 ","1,102,959 ","1,109,015 ","1,115,129 ","1,117,326 ","1,112,659 ","1,101,463 ","1,085,980 ","1,071,049 ","1,057,885 ","1,041,530 ","1,016,095 ","984,329 ","951,593 ","901,809 ","775,054 ","789,784 ","790,514 ","787,600 ","801,737 ","805,586 ","806,699 ","804,712 ","801,285 ","798,146 ","794,801 ","791,246 ","787,008 ","782,663 ","778,461 ","774,237 ","769,400 ","764,626 ","759,229 ","753,658 ","749,009 ","747,963 ","742,909 ","737,677 ","732,199 ","727,238 "
26,"212,662 ","218,209 ","223,759 ","230,519 ","237,443 ","244,369 ","251,636 ","257,803 ","263,189 ","268,329 ","273,634 ","279,347 ","285,818 ","293,180 ","301,303 ","310,254 ","319,952 ","329,870 ","339,225 ","348,939 ","359,976 ","370,243 ","379,175 ","387,862 ","396,193 ","404,104 ","411,473 ","421,216 ","436,017 ","454,431 ","476,773 ","499,518 ","519,132 ","538,006 ","558,403 ","580,375 ","602,524 ","623,928 ","644,504 ","665,058 ","685,351 ","703,874 ","720,815 ","738,257 ","756,627 ","774,891 ","792,595 ","809,206 ","822,586 ","830,699 ","833,314 ","831,372 ","824,896 ","815,755 ","808,160 ","805,410 ","810,023 ","823,084 ","845,910 ","876,670 ","910,193 ","942,861 ","971,489 ","996,439 ","1,019,068 ","1,039,856 ","1,061,210 ","1,082,209 ","1,097,540 ","1,104,732 ","1,108,915 ","1,105,420 ","1,099,844 ","1,096,403 ","1,099,362 ","1,109,189 ","1,117,847 ","1,118,072 ","1,110,727 ","1,101,638 ","1,096,039 ","1,095,126 ","1,098,308 ","1,104,473 ","1,110,802 ","1,112,919 ","1,108,421 ","1,097,318 ","1,081,965 ","1,067,054 ","1,053,951 ","1,037,688 ","1,012,575 ","980,860 ","948,210 ","898,372 ","772,257 ","786,959 ","787,573 ","784,673 ","798,745 ","802,499 ","803,666 ","801,798 ","798,748 ","795,733 ","792,401 ","788,899 ","784,733 ","780,494 ","776,370 ","772,275 ","767,451 ","762,688 ","757,400 ","751,855 ","747,272 ","746,280 ","741,261 ","736,083 ","730,705 "
27,"205,165 ","210,806 ","216,352 ","221,937 ","228,760 ","235,735 ","242,646 ","249,875 ","256,020 ","261,384 ","266,503 ","271,814 ","277,533 ","284,011 ","291,343 ","299,409 ","308,302 ","317,910 ","327,725 ","336,972 ","346,578 ","357,544 ","367,770 ","376,662 ","385,277 ","393,579 ","401,507 ","408,802 ","418,395 ","433,043 ","451,295 ","473,425 ","495,985 ","515,531 ","534,331 ","554,489 ","576,140 ","597,998 ","619,179 ","639,630 ","660,137 ","680,386 ","698,849 ","715,694 ","732,932 ","751,037 ","768,851 ","785,759 ","800,914 ","812,179 ","819,352 ","822,836 ","821,673 ","815,059 ","805,241 ","797,567 ","796,266 ","802,855 ","818,686 ","843,670 ","874,091 ","907,037 ","938,945 ","966,774 ","990,916 ","1,012,132 ","1,031,995 ","1,053,158 ","1,074,597 ","1,090,023 ","1,100,232 ","1,101,043 ","1,097,707 ","1,092,521 ","1,089,476 ","1,093,111 ","1,103,073 ","1,111,813 ","1,112,215 ","1,105,149 ","1,096,232 ","1,090,880 ","1,090,241 ","1,093,549 ","1,099,935 ","1,106,156 ","1,108,419 ","1,103,989 ","1,093,002 ","1,077,674 ","1,062,836 ","1,049,816 ","1,033,875 ","1,008,804 ","977,172 ","944,384 ","894,935 ","769,332 ","783,856 ","784,474 ","781,568 ","795,503 ","799,309 ","800,586 ","799,100 ","796,187 ","793,184 ","789,918 ","786,492 ","782,439 ","778,279 ","774,288 ","770,209 ","765,394 ","760,740 ","755,478 ","750,007 ","745,494 ","744,530 ","739,564 ","734,494 "
28,"197,682 ","203,359 ","209,004 ","214,590 ","220,250 ","227,127 ","234,091 ","240,968 ","248,168 ","254,286 ","259,626 ","264,751 ","270,071 ","275,802 ","282,256 ","289,542 ","297,564 ","306,383 ","315,903 ","325,620 ","334,777 ","344,335 ","355,271 ","365,444 ","374,262 ","382,857 ","391,180 ","399,037 ","406,204 ","415,689 ","430,201 ","448,289 ","470,252 ","492,736 ","512,228 ","530,821 ","550,704 ","572,105 ","593,776 ","614,847 ","635,268 ","655,756 ","675,957 ","694,349 ","711,058 ","728,122 ","745,887 ","763,042 ","778,680 ","791,944 ","802,287 ","810,088 ","814,173 ","812,811 ","805,560 ","795,704 ","789,377 ","789,871 ","799,058 ","816,914 ","841,486 ","871,273 ","903,459 ","934,547 ","961,523 ","984,271 ","1,004,541 ","1,024,183 ","1,045,740 ","1,067,217 ","1,085,389 ","1,092,063 ","1,093,018 ","1,090,067 ","1,085,303 ","1,082,985 ","1,086,791 ","1,096,836 ","1,105,698 ","1,106,345 ","1,099,439 ","1,090,795 ","1,085,751 ","1,085,263 ","1,088,812 ","1,095,076 ","1,101,422 ","1,103,727 ","1,099,383 ","1,088,412 ","1,073,161 ","1,058,420 ","1,045,734 ","1,029,818 ","1,004,800 ","973,009 ","940,567 ","891,358 ","766,129 ","780,603 ","781,197 ","778,221 ","792,173 ","796,079 ","797,735 ","796,396 ","793,492 ","790,570 ","787,387 ","784,077 ","780,106 ","776,080 ","772,112 ","768,037 ","763,330 ","758,704 ","753,519 ","748,130 ","743,656 ","742,732 ","737,880 "
29,"190,233 ","195,919 ","201,603 ","207,290 ","212,953 ","218,676 ","225,546 ","232,477 ","239,328 ","246,492 ","252,578 ","257,922 ","263,058 ","268,393 ","274,106 ","280,521 ","287,774 ","295,735 ","304,480 ","313,913 ","323,546 ","332,669 ","342,211 ","353,096 ","363,189 ","371,987 ","380,606 ","388,865 ","396,595 ","403,668 ","413,059 ","427,440 ","445,402 ","467,303 ","489,725 ","509,022 ","527,379 ","547,062 ","568,304 ","589,873 ","610,922 ","631,337 ","651,790 ","671,940 ","690,239 ","706,832 ","723,651 ","740,880 ","756,926 ","770,890 ","783,279 ","794,078 ","802,353 ","806,204 ","804,221 ","796,920 ","788,297 ","783,605 ","786,547 ","797,637 ","815,037 ","838,948 ","868,003 ","899,377 ","929,600 ","955,214 ","977,001 ","997,023 ","1,017,020 ","1,038,600 ","1,062,518 ","1,076,988 ","1,083,781 ","1,085,088 ","1,082,570 ","1,078,544 ","1,076,444 ","1,080,375 ","1,090,522 ","1,099,584 ","1,100,344 ","1,093,711 ","1,085,411 ","1,080,545 ","1,080,320 ","1,083,747 ","1,090,136 ","1,096,503 ","1,098,860 ","1,094,508 ","1,083,600 ","1,068,453 ","1,054,080 ","1,041,419 ","1,025,516 ","1,000,294 ","968,868 ","936,613 ","887,449 ","762,788 ","777,172 ","777,680 ","774,803 ","788,813 ","793,093 ","794,897 ","793,559 ","790,753 ","787,921 ","784,858 ","781,629 ","777,792 ","773,797 ","769,830 ","765,861 ","761,184 ","756,637 ","751,545 ","746,196 ","741,767 ","740,957 "
30,"182,944 ","188,510 ","194,204 ","199,931 ","205,694 ","211,420 ","217,146 ","223,984 ","230,888 ","237,704 ","244,828 ","250,913 ","256,266 ","261,417 ","266,736 ","272,417 ","278,808 ","286,010 ","293,908 ","302,578 ","311,936 ","321,540 ","330,651 ","340,157 ","350,957 ","361,017 ","369,843 ","378,397 ","386,528 ","394,171 ","401,168 ","410,460 ","424,757 ","442,681 ","464,535 ","486,761 ","505,847 ","524,042 ","543,589 ","564,747 ","586,294 ","607,337 ","627,728 ","648,153 ","668,234 ","686,459 ","702,880 ","719,259 ","735,514 ","750,082 ","763,242 ","775,976 ","787,157 ","795,193 ","798,440 ","796,378 ","790,166 ","783,026 ","780,653 ","785,395 ","795,993 ","812,715 ","835,939 ","864,219 ","894,742 ","923,642 ","948,302 ","969,818 ","990,149 ","1,010,174 ","1,033,894 ","1,053,968 ","1,068,507 ","1,075,603 ","1,077,332 ","1,075,542 ","1,071,764 ","1,069,830 ","1,073,889 ","1,084,225 ","1,093,343 ","1,094,344 ","1,088,061 ","1,079,966 ","1,075,384 ","1,075,048 ","1,078,610 ","1,085,015 ","1,091,406 ","1,093,733 ","1,089,415 ","1,078,591 ","1,063,841 ","1,049,515 ","1,036,848 ","1,020,690 ","995,819 ","964,595 ","932,297 ","883,394 ","759,272 ","773,510 ","774,109 ","771,363 ","785,705 ","790,135 ","791,927 ","790,701 ","787,992 ","785,281 ","782,301 ","779,202 ","775,405 ","771,408 ","767,546 ","763,606 ","759,014 ","754,567 ","749,517 ","744,212 ","739,912 "
31,"176,019 ","181,256 ","186,832 ","192,570 ","198,371 ","204,195 ","209,926 ","215,628 ","222,437 ","229,303 ","236,080 ","243,196 ","249,286 ","254,652 ","259,788 ","265,077 ","270,741 ","277,089 ","284,237 ","292,071 ","300,674 ","310,009 ","319,604 ","328,680 ","338,104 ","348,867 ","358,957 ","367,715 ","376,148 ","384,196 ","391,749 ","398,675 ","407,919 ","422,206 ","440,110 ","461,787 ","483,801 ","502,737 ","520,825 ","540,308 ","561,445 ","582,986 ","604,013 ","624,382 ","644,764 ","664,800 ","682,894 ","698,948 ","714,476 ","729,433 ","743,272 ","756,700 ","769,763 ","780,710 ","788,173 ","791,327 ","790,208 ","785,312 ","780,354 ","779,682 ","783,909 ","793,833 ","809,916 ","832,416 ","859,885 ","889,162 ","917,123 ","941,484 ","963,262 ","983,605 ","1,005,489 ","1,025,266 ","1,045,376 ","1,060,149 ","1,067,638 ","1,070,060 ","1,068,519 ","1,064,925 ","1,063,145 ","1,067,424 ","1,077,799 ","1,087,118 ","1,088,441 ","1,082,361 ","1,074,572 ","1,069,895 ","1,069,702 ","1,073,300 ","1,079,713 ","1,086,064 ","1,088,389 ","1,084,127 ","1,073,701 ","1,059,013 ","1,044,686 ","1,031,741 ","1,015,904 ","991,225 ","959,939 ","927,845 ","879,138 ","755,536 ","769,807 ","770,522 ","768,179 ","782,642 ","787,047 ","788,958 ","787,830 ","785,246 ","782,618 ","779,764 ","776,712 ","772,912 ","769,018 ","765,188 ","761,335 ","756,853 ","752,446 ","747,434 ","742,268 "
